sessionNo,startHour,startWeekday,duration,cCount,cMinPrice,cMaxPrice,cSumPrice,bCount,bMinPrice,bMaxPrice,bSumPrice,bStep,onlineStatus,availability,customerNo,maxVal,customerScore,accountLifetime,payments,age,address,lastOrder,rCount,bMinPriceVariance,bMaxPriceVariance,bMeanVariance,cMeanVariance,order
2474,20,7,52.437,5,12.99,12.99,25.98,1,12.99,12.99,12.99,?,?,?,26292,600,560,69,8,19,1,59,0,0,0,0,0,0
2475,20,7,1578.786,4,4.99,4.99,19.96,2,4.99,4.99,9.98,1,y,?,26293,1000,525,71,17,29,2,6,1,0,0,0,0,0
2476,20,7,331.411,7,7.99,24.99,118.93,7,7.99,24.99,118.93,5,y,completely orderable,26294,2700,502,151,10,43,1,61,1,24.9234693878,24.9234693878,24.9234693878,24.9234693878,1
2477,20,7,505.716,8,14.99,14.99,119.92,1,14.99,14.99,14.99,?,y,completely orderable,26295,600,70,21,0,32,2,622,0,0,0,0,0,1
2478,20,7,1029.65,10,9.99,39.95,188.82,3,9.99,39.95,60.93,5,y,completely orderable,26296,1500,436,327,11,57,2,17,1,151.1268,151.1268,151.1268,151.1268,1
2479,20,7,33.761,2,9.99,9.99,19.98,1,9.99,9.99,9.99,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
2480,20,7,1638.171,21,17.99,119.99,1052.67,3,29.99,39.99,109.97,?,?,?,?,?,?,?,?,?,?,?,1,0,0,0,0,0
2481,20,7,921.935,22,24.99,619.99,4229.78,2,69.99,179.99,249.98,1,y,completely orderable,26297,3000,481,60,10,42,1,15,1,0,0,0,0,0
2482,20,7,1300.474,25,3,39.99,286.88,3,12.99,29.99,55.97,5,y,completely orderable,26298,5500,471,185,12,45,1,60,1,0,0,0,0,1
2483,20,7,968.725,9,0,29.95,109.83,3,0,29.95,39.94,5,y,completely orderable,?,?,?,?,?,?,?,?,1,10.3598719723,10.3598719723,10.3598719723,10.3598719723,1
2484,20,7,140.019,1,29.99,29.99,29.99,1,29.99,29.99,29.99,5,y,completely orderable,25119,4000,557,202,11,43,2,102,0,0,0,0,0,1
2485,20,7,866.641,17,12.99,85.99,602.86,3,14.99,85.99,135.97,?,?,?,7958,2300,502,84,43,50,2,15,1,1120.2222222222,1120.2222222222,1120.2222222222,1120.2222222222,0
2486,20,7,354.015,9,9.99,14.99,84.92,2,9.99,9.99,19.98,?,y,completely orderable,?,?,?,?,?,?,?,?,1,0,0,0,0,1
2487,20,7,695.04,19,7.99,19.99,236.57,5,8.95,19.99,62.87,?,y,completely orderable,26299,600,596,213,13,31,2,31,1,0.164775,0.164775,0.164775,0.164775,1
2488,20,7,3180.686,47,9.99,349.99,2846.4,4,29.99,59.99,159.96,1,y,?,26300,2900,564,58,12,32,1,104,1,0,0,0,0,0
2489,20,7,38.462,1,6.99,6.99,6.99,1,6.99,6.99,6.99,?,y,completely orderable,47,300,537,5,0,53,1,34,0,0,0,0,0,0
2490,20,7,3394.252,118,1,179.99,1834.08,11,5,40,185.92,5,y,completely orderable,26301,8500,503,125,16,31,1,17,1,12.5516022161,12.5516022161,12.5516022161,12.5516022161,1
2491,20,7,2384.327,26,14.99,699.99,3629.76,1,19.99,19.99,19.99,?,y,completely orderable,26302,4000,552,26,6,34,2,16,0,0,0,0,0,0
2492,20,7,0,3,99.99,169,398.98,3,99.99,169,398.98,?,?,?,?,?,?,?,?,?,?,?,1,1058.3066888889,1058.3066888889,1058.3066888889,1058.3066888889,0
2493,20,7,3703.136,51,3.99,49.9,1235.29,5,3.99,34.99,98.95,?,y,completely orderable,26303,4000,547,234,18,26,1,13,1,8.4375,8.4375,8.4375,8.4375,1
2494,20,7,40.433,4,444,499.99,1887.98,4,444,499.99,1887.98,?,?,?,26304,600,440,94,14,39,1,11,1,0,0,0,0,0
2495,20,7,3067.708,65,6.95,169.99,2101.8,12,9.99,169.99,351.89,?,?,?,?,?,?,?,?,?,?,?,1,31.2662576389,31.2662576389,31.2662576389,31.2662576389,0
2496,20,7,10.386,1,6.99,6.99,6.99,1,6.99,6.99,6.99,?,y,completely orderable,47,300,537,5,0,53,1,34,0,0,0,0,0,0
2497,20,7,74.045,2,19.99,19.99,39.98,1,19.99,19.99,19.99,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
2498,20,7,693.59,10,3,69.95,236.83,2,29.99,49.99,79.98,?,y,completely orderable,26305,300,576,2,2,37,2,71,1,88.8888888889,88.8888888889,88.8888888889,88.8888888889,1
2499,20,7,6522.439,75,9.99,149.95,3533.55,1,25,25,25,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
2500,20,7,1677.754,31,49.99,309.99,2509.9,2,299.99,299.99,599.98,?,?,?,1003,1900,500,165,7,36,2,200,1,0,0,0,0,0
2501,20,7,1280.429,7,9.99,12.99,71.94,2,9.99,12.99,22.98,2,y,completely orderable,?,?,?,?,?,?,?,?,1,0,0,0,0,0
2502,20,7,6480.968,38,9.99,49.99,735.18,6,12.99,49.99,184.9,?,y,completely orderable,26306,800,521,27,5,50,2,44,1,171.8151395556,171.8151395556,171.8151395556,171.8151395556,1
2503,20,7,562.102,19,4.99,19.99,190.91,6,4.99,19.99,42.97,?,y,completely orderable,26307,800,598,108,4,29,1,21,1,56.25,56.25,56.25,56.25,1
2504,20,7,1236.707,14,9.99,299.99,755.92,4,9.99,299.99,377.96,1,y,completely orderable,?,?,?,?,?,?,?,?,1,12,12,12,12,0
2505,20,7,2533.648,21,15.99,199.99,1505.85,1,79.99,79.99,79.99,?,y,completely orderable,26308,600,70,22,0,39,2,680,0,0,0,0,0,1
2506,20,7,10415.588,9,99.99,599.99,1999.93,2,99.99,99.99,199.98,5,y,completely orderable,26309,3000,573,359,10,55,2,26,1,0,0,0,0,1
2507,20,7,1283.092,27,1,9.99,162.82,6,3.99,9.99,47.94,5,y,completely orderable,26310,2500,529,141,30,32,2,7,1,0,0,0,0,1
2508,20,7,8654.592,45,2.99,49.9,1066.37,6,9.99,36.99,117.94,5,y,completely orderable,26311,800,503,176,31,51,2,7,1,29.109375,29.109375,29.109375,29.109375,1
2509,20,7,311.359,9,24.99,64.99,369.91,9,24.99,64.99,369.91,?,y,completely orderable,26312,600,482,58,2,56,2,48,1,156.0763888889,156.0763888889,156.0763888889,156.0763888889,1
2510,20,7,6853.117,43,9.99,259.99,2084.55,7,10,149.99,403.94,1,y,completely orderable,?,?,?,?,?,?,?,?,1,0,0,0,0,0
2511,20,7,919.568,31,49.99,1099.99,5629.78,2,49.99,79.99,129.98,1,y,?,26297,3000,481,60,10,42,1,15,1,0,0,0,0,0
2512,20,7,147.993,3,29.99,29.99,89.97,1,29.99,29.99,29.99,?,y,completely orderable,26313,1100,494,349,8,51,2,16,0,0,0,0,0,1
2513,20,7,8041.356,43,7.99,149.9,1722.46,10,7.99,89.99,380.9,?,y,completely orderable,26314,2300,569,221,5,46,1,86,1,447.6543209877,447.6543209877,447.6543209877,447.6543209877,1
2514,20,7,1729.771,50,29.99,119,2769.08,5,29.99,99.95,263.84,?,y,completely orderable,26315,500,406,159,12,34,2,4,1,0,0,0,0,1
2515,20,7,1925.757,12,0,1049,6069.92,1,499.99,499.99,499.99,1,y,completely orderable,?,?,?,?,?,?,?,?,0,3.23117426778526E-27,3.23117426778526E-27,3.23117426778526E-27,3.23117426778526E-27,0
2516,20,7,6743.874,4,59.99,179.99,599.96,1,179.99,179.99,179.99,1,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
2517,20,7,95.742,1,49.99,49.99,49.99,1,49.99,49.99,49.99,5,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
2518,20,7,157.54,2,29.99,29.99,59.98,1,29.99,29.99,29.99,?,y,completely orderable,26316,600,603,274,2,45,2,142,0,0,0,0,0,1
2519,20,7,403.81,4,19.99,19.99,39.98,1,19.99,19.99,19.99,?,y,completely orderable,26317,1900,452,259,2,49,1,151,0,0,0,0,0,1
2520,20,7,437.33,5,349.99,1299.99,4349.95,1,899.99,899.99,899.99,1,y,completely orderable,26318,800,508,16,9,21,2,9,0,0,0,0,0,0
2521,20,7,2534.722,23,3.99,79.99,1042.77,2,3.99,9.99,13.98,?,y,completely orderable,26319,500,507,67,10,41,2,111,1,8,8,8,8,1
2522,20,7,4549.093,46,2.99,99.99,604.72,4,2.99,19.99,39.96,5,y,completely orderable,?,?,?,?,?,?,?,?,1,31.1875,31.1875,31.1875,31.1875,1
2523,20,7,657.866,18,11.99,29.99,246.87,8,14.99,29.99,136.94,?,y,completely orderable,26320,3700,529,170,8,43,2,35,1,50,50,50,50,1
2524,20,7,2631.214,51,9.99,399.99,1373.36,6,9.99,22.99,87.95,1,y,completely orderable,?,?,?,?,?,?,?,?,1,12,12,12,12,0
2525,20,7,287.909,2,14.99,14.99,29.98,2,14.99,14.99,29.98,?,y,completely orderable,26321,2500,572,223,8,29,2,15,1,3.15544362088405E-30,3.15544362088405E-30,3.15544362088405E-30,3.15544362088405E-30,1
2526,20,7,24.445,3,7.99,7.99,23.97,1,7.99,7.99,7.99,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
2527,20,7,3634.442,61,3,29.99,774.57,8,10,29.99,179.89,?,y,completely orderable,26322,1000,557,263,2,49,2,160,1,22.1336222222,22.1336222222,22.1336222222,22.1336222222,1
2528,20,7,3538.927,43,3.99,19.99,529.01,2,3.99,19.99,23.98,1,y,completely orderable,26323,3100,582,212,3,50,2,127,1,48,48,48,48,0
2529,20,7,3721.234,65,7.99,89.99,2091.29,3,14.99,39.99,84.97,?,y,completely orderable,26324,4000,526,221,10,48,2,70,1,68.359375,68.359375,68.359375,68.359375,1
2530,20,7,1763.568,60,4.99,69.99,1438.39,12,9.99,69.99,327.88,3,y,completely orderable,26325,3200,571,313,9,45,2,55,1,155.5555555556,155.5555555556,155.5555555556,155.5555555556,0
2531,20,7,740.283,6,14.95,49.95,165.74,1,14.95,14.95,14.95,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
2532,20,7,1290.853,36,5,17.99,289.75,5,7,17.99,54.97,?,y,completely orderable,19358,4000,583,223,12,46,1,11,1,3.9716408304,3.9716408304,3.9716408304,3.9716408304,1
2533,20,7,524.104,16,9.99,14.99,214.84,2,9.99,14.99,24.98,5,y,completely orderable,26326,4000,588,223,12,46,2,142,1,3.4722222222,3.4722222222,3.4722222222,3.4722222222,1
2534,20,7,885.082,40,1,19.99,172.8,4,3,4.99,15.98,?,y,completely orderable,26327,600,70,11,2,30,2,347,1,0,0,0,0,1
2535,20,7,910.03,8,5,32.99,90.96,1,14.99,14.99,14.99,?,y,completely orderable,26328,300,388,18,4,25,2,20,0,0,0,0,0,1
2536,20,7,4739.893,61,4.99,39.99,521.75,5,5.99,9.99,37.95,5,y,completely orderable,26329,4000,548,222,5,45,1,71,1,3.9861591696,3.9861591696,3.9861591696,3.9861591696,1
2537,20,7,1181.921,23,2.99,449.99,1709.79,23,2.99,449.99,1709.79,5,y,completely orderable,26330,2500,568,220,7,51,1,77,1,36.9822485207,36.9822485207,36.9822485207,36.9822485207,1
2538,20,7,2112.396,74,3.99,49.99,946.71,9,3.99,39.99,163.93,5,y,completely orderable,26331,1500,458,187,25,34,2,16,1,0,0,0,0,1
2539,20,7,578.387,11,14.99,39.99,99.95,1,14.99,14.99,14.99,?,y,completely orderable,26332,300,473,1,2,27,2,44,0,0,0,0,0,1
2540,20,7,0,1,549.99,549.99,549.99,1,549.99,549.99,549.99,?,?,?,26333,2500,537,5,5,30,2,15,0,0,0,0,0,0
2541,20,7,137.63,6,249.99,1299.99,6749.94,2,1299.99,1299.99,2599.98,2,y,completely orderable,26334,600,552,23,10,40,1,13,1,0,0,0,0,0
2542,20,7,836.008,16,8.99,9.99,153.84,4,8.99,9.99,37.96,5,y,completely orderable,?,?,?,?,?,?,?,?,1,0,0,0,0,1
2543,20,7,134.177,5,59.99,69.99,329.95,1,69.99,69.99,69.99,?,?,?,26335,4000,541,99,10,31,1,27,0,0,0,0,0,0
2544,20,7,863.263,8,19.99,55,309.97,1,55,55,55,?,y,completely orderable,26336,900,543,60,0,29,2,95,0,0,0,0,0,1
2545,20,7,2687.711,6,49.99,49.99,99.98,1,49.99,49.99,49.99,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
2546,20,7,4804.966,9,9.99,9.99,79.92,3,9.99,9.99,29.97,3,y,completely orderable,?,?,?,?,?,?,?,?,1,0,0,0,0,0
2547,20,7,448.181,1,10,10,10,1,10,10,10,2,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
2548,20,7,765.881,23,7,649.99,1737.8,4,7,14.99,46.97,?,?,?,?,?,?,?,?,?,?,?,1,10.660025,10.660025,10.660025,10.660025,0
2549,20,7,255.951,5,44.99,64.99,199.96,1,44.99,44.99,44.99,2,y,completely orderable,26337,?,?,?,0,74,2,12,0,0,0,0,0,0
2550,20,7,1468.116,21,7.99,49.99,652.09,1,42.01,42.01,42.01,1,y,completely orderable,26338,600,70,12,3,52,2,353,0,0,0,0,0,0
2551,20,7,1838.849,43,9.99,49.99,1043.62,5,12.99,39.99,97.96,?,y,completely orderable,?,?,?,?,?,?,?,?,1,0.96,0.96,0.96,0.96,1
2552,20,7,584.133,32,17.99,29.99,532.78,5,17.99,29.99,125.95,?,y,completely orderable,26339,1100,70,172,0,36,2,528,1,33.3223140496,33.3223140496,33.3223140496,33.3223140496,1
2553,20,7,798.102,13,24.99,34.99,384.87,1,29.99,29.99,29.99,1,y,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
2554,20,7,4995.636,45,14.99,49.99,681.26,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
2555,20,7,3681.822,57,9.99,59.99,863.55,4,14.99,59.99,121.92,?,y,completely orderable,26340,4000,556,52,8,30,2,112,1,142.2858204082,142.2858204082,142.2858204082,142.2858204082,1
2556,20,7,280.963,5,749,849.99,3197.98,2,749,849.99,1598.99,4,y,completely orderable,?,?,?,?,?,?,?,?,1,1631.836816,1631.836816,1631.836816,1631.836816,0
2557,20,7,1138.468,23,4.99,22.99,409.08,5,4.99,19.99,82.94,?,y,completely orderable,26341,900,609,21,4,38,2,117,1,45.6330888889,45.6330888889,45.6330888889,45.6330888889,1
2558,20,7,14.673,1,6.99,6.99,6.99,1,6.99,6.99,6.99,?,y,completely orderable,47,300,537,5,0,53,1,34,0,0,0,0,0,0
2559,20,7,2444.627,24,19.99,94.95,1232.12,6,19.99,79.95,255.82,?,y,completely orderable,26342,4000,70,192,2,43,2,31,1,96.1626222222,96.1626222222,96.1626222222,96.1626222222,1
2560,20,7,5517.933,22,10.99,19.99,337.7,5,12.99,19.99,73.95,?,?,?,?,?,?,?,?,?,?,?,1,0,0,0,0,0
2561,20,7,1031.906,38,7.99,69.99,1042.62,19,7.99,69.99,542.81,5,y,completely orderable,26343,3000,509,224,7,51,2,18,1,29.7110204082,29.7110204082,29.7110204082,29.7110204082,1
2562,20,7,1890.804,101,1,89.99,2130.01,19,3.99,89.99,494.84,?,y,completely orderable,26344,600,562,7,8,27,2,30,1,59.6053719008,59.6053719008,59.6053719008,59.6053719008,1
2563,20,7,1812.692,15,44.99,229.99,1309.9,4,44.99,229.99,424.96,1,y,completely orderable,?,?,?,?,?,?,?,?,1,2129.5555555556,2129.5555555556,2129.5555555556,2129.5555555556,0
2564,20,7,5.038,1,6.99,6.99,6.99,1,6.99,6.99,6.99,2,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
2565,20,7,1501.036,37,14.99,49.95,912.81,6,17.99,44.99,146.9,5,y,completely orderable,?,?,?,?,?,?,?,?,1,48.0663265306,48.0663265306,48.0663265306,48.0663265306,1
2566,20,7,1819.725,64,3.99,49.99,937.75,4,9.99,49.99,122.96,5,y,completely orderable,26345,2500,496,113,24,30,2,6,1,300,300,300,300,1
2567,20,7,0,3,99.99,169,398.98,3,99.99,169,398.98,?,?,?,?,?,?,?,?,?,?,?,1,200,200,200,200,0
2568,20,7,909.47,4,9.99,9.99,39.96,1,9.99,9.99,9.99,3,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
2569,20,7,2644.027,6,4.99,34.99,149.94,2,4.99,34.99,39.98,2,y,completely orderable,?,?,?,?,?,?,?,?,1,0,0,0,0,0
2570,20,7,937.584,34,34.9,59.95,1033.43,3,39.99,59.9,149.84,?,?,?,26346,600,486,10,3,25,2,35,1,22.0448,22.0448,22.0448,22.0448,0
2571,20,7,887.461,19,5.99,9.99,51.94,1,9.99,9.99,9.99,1,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
2572,20,7,5342.542,15,11.95,169.99,603.6,1,24.99,24.99,24.99,5,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,1
2573,20,7,383.213,2,79.99,79.99,159.98,1,79.99,79.99,79.99,5,y,completely orderable,26347,?,?,?,0,32,2,391,0,0,0,0,0,1
2574,20,7,34.439,3,29.99,29.99,59.98,1,29.99,29.99,29.99,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
2575,20,7,82.317,1,49.99,49.99,49.99,1,49.99,49.99,49.99,5,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
2576,20,7,88.939,6,17.99,19.99,113.94,2,17.99,19.99,37.98,?,y,completely orderable,26348,2700,494,48,15,54,1,11,1,0.64,0.64,0.64,0.64,1
2577,20,7,4210.633,111,6.47,319.99,3001.21,5,9.95,35.95,113.99,?,y,completely orderable,20079,600,472,11,3,20,1,199,1,0,0,0,0,1
2578,20,7,2520.244,22,3.99,19.99,167.95,8,3.99,10,53.98,?,y,completely orderable,?,?,?,?,?,?,?,?,1,0,0,0,0,0
2579,20,7,2346.552,36,10.99,59.99,706.71,3,14.99,22.99,52.97,5,y,completely orderable,?,?,?,?,?,?,?,?,1,0,0,0,0,1
2580,20,7,332.509,8,49.99,299.99,799.94,3,49.99,299.99,399.97,4,y,completely orderable,26349,800,462,40,15,40,1,7,1,8680.5555555556,8680.5555555556,8680.5555555556,8680.5555555556,0
2581,20,7,2524.636,29,4.99,39.99,530.22,7,4.99,39.99,139.94,?,y,completely orderable,26350,600,596,21,5,52,1,113,1,123.6581632653,123.6581632653,123.6581632653,123.6581632653,1
2582,20,7,102.384,1,49.99,49.99,49.99,1,49.99,49.99,49.99,5,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
2583,20,7,3359.854,106,1,89.99,1164.64,7,3.99,24.99,76.95,5,y,completely orderable,?,?,?,?,?,?,?,?,1,3.4722222222,3.4722222222,3.4722222222,3.4722222222,1
2584,20,7,732.84,21,17.99,54.99,649.67,2,17.99,29.99,47.98,5,y,completely orderable,26351,2100,557,73,19,55,1,19,1,20,20,20,20,1
2585,20,7,1835.876,22,19.99,79.99,1034.78,4,19.99,59.99,199.96,1,y,completely orderable,?,?,?,?,?,?,?,?,1,300,300,300,300,0
2586,21,7,5.909,1,6.99,6.99,6.99,1,6.99,6.99,6.99,?,y,completely orderable,47,300,537,5,0,53,1,34,0,0,0,0,0,0
2587,21,7,0,3,99.99,169,398.98,3,99.99,169,398.98,?,?,?,?,?,?,?,?,?,?,?,1,200,200,200,200,0
2588,21,7,4370.927,51,3.99,299.99,2712.07,10,19.99,79.99,459.91,?,y,completely orderable,18049,500,439,200,7,49,2,46,1,25.5538865784,25.5538865784,25.5538865784,25.5538865784,1
2589,21,7,1602.895,24,24.99,749.99,2034.93,2,29.99,299.99,329.98,?,y,completely orderable,26352,4000,573,104,4,39,2,176,1,14459.5041322314,14459.5041322314,14459.5041322314,14459.5041322314,1
2590,21,7,5795.304,50,7.95,24.99,603.42,3,8.99,13.95,35.93,?,?,?,?,?,?,?,?,?,?,?,1,0,0,0,0,0
2591,21,7,11887.891,75,9.99,84.99,1426.4,6,14.9,19.99,110.85,?,y,completely orderable,26353,300,557,5,2,60,2,163,1,2.0339147929,2.0339147929,2.0339147929,2.0339147929,1
2592,21,7,106.908,5,1,5,15.99,4,1,5,12,1,y,?,?,?,?,?,?,?,?,?,1,0,0,0,0,0
2593,21,7,5094.078,107,1,79.95,802.63,7,3.99,79.95,189.89,5,y,completely orderable,26354,3000,560,84,6,29,2,49,1,8.8888888889,8.8888888889,8.8888888889,8.8888888889,1
2594,21,7,186.445,9,8.39,49.99,283.51,1,8.39,8.39,8.39,?,?,?,26355,600,494,44,8,46,2,21,0,0,0,0,0,0
2595,21,7,1001.638,54,3.99,9.99,345.53,8,5.99,9.99,71.92,5,y,completely orderable,26356,4000,598,129,2,34,1,209,1,0,0,0,0,1
2596,21,7,1930.437,42,399.99,1199.99,25529.6,3,399.99,649.99,1549.97,1,y,completely not orderable,26357,?,?,?,0,33,1,6,1,1728.3950617284,1728.3950617284,1728.3950617284,1728.3950617284,0
2597,21,7,1253.933,20,6.99,22.99,207.8,7,6.99,9.99,62.93,?,y,completely orderable,26358,600,525,16,12,48,2,54,1,0.1994459834,0.1994459834,0.1994459834,0.1994459834,1
2598,21,7,608.369,27,1,5,83,2,5,5,10,?,y,completely orderable,26359,600,472,54,15,25,2,6,1,0,0,0,0,1
2599,21,7,359.56,2,3.99,199.99,203.98,2,3.99,199.99,203.98,5,y,completely orderable,26360,2900,582,460,13,69,2,20,1,3457.44,3457.44,3457.44,3457.44,1
2600,21,7,0,1,59.99,59.99,59.99,1,59.99,59.99,59.99,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
2601,21,7,523.153,10,399.99,799.99,3499.93,1,499.99,499.99,499.99,3,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
2602,21,7,108.777,6,12.99,14.99,81.94,1,12.99,12.99,12.99,?,?,?,26361,300,454,122,13,26,2,6,0,0,0,0,0,0
2603,21,7,4635.476,85,14.99,599.99,4434.23,19,14.99,599.99,1409.81,?,y,completely orderable,26362,300,537,75,39,35,1,12,1,39.1711786756,39.1711786756,39.1711786756,39.1711786756,1
2604,21,7,73.052,1,49.99,49.99,49.99,1,49.99,49.99,49.99,5,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
2605,21,7,171.785,2,12.99,12.99,25.98,1,12.99,12.99,12.99,5,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,1
2606,21,7,2967.482,30,8.99,49.95,641.54,6,12.99,39.99,129.94,?,y,completely orderable,26363,900,513,81,9,27,2,83,1,8.4540816327,8.4540816327,8.4540816327,8.4540816327,1
2607,21,7,765.851,64,7,59.95,1443.84,8,11.9,59.95,311.3,?,y,completely orderable,26364,1000,491,72,8,25,2,5,1,220.8492857143,220.8492857143,220.8492857143,220.8492857143,1
2608,21,7,16873.573,182,3.99,799.99,6976.29,21,3.99,29.99,461.59,?,y,completely orderable,26365,600,514,221,1,31,1,9,1,14.0961157025,14.0961157025,14.0961157025,14.0961157025,1
2609,21,7,535.48,11,15,59.95,274.88,1,15,15,15,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
2610,21,7,1063.848,16,6.99,29.99,272.84,2,6.99,9.99,16.98,?,?,?,26366,800,445,5,5,22,2,8,1,0,0,0,0,0
2611,21,7,679.596,19,49.99,89.99,1129.69,2,49.99,59.99,109.98,?,?,?,?,?,?,?,?,?,?,?,1,0,0,0,0,0
2612,21,7,1666.343,20,11.99,69.99,707.73,4,12.99,69.99,157.96,?,y,completely orderable,16615,600,573,23,5,31,2,145,1,84.6280991736,84.6280991736,84.6280991736,84.6280991736,1
2613,21,7,3385.467,57,8.95,29.99,716.06,5,8.95,19.99,75.83,?,y,completely orderable,26367,4000,80,87,0,40,2,42,1,12.9726222222,12.9726222222,12.9726222222,12.9726222222,1
2614,21,7,14879.415,198,0.99,1499.99,17268.58,1,12.99,12.99,12.99,1,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,1
2615,21,7,872.908,20,19.99,69.99,484.9,1,69.99,69.99,69.99,?,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,1
2616,21,7,5.066,2,399.99,399.99,799.98,1,399.99,399.99,399.99,?,?,?,26368,600,452,9,6,45,1,303,0,0,0,0,0,0
2617,21,7,1020.994,17,8.99,9.99,154.83,4,8.99,9.99,36.96,5,y,completely orderable,26369,1600,542,34,20,27,2,15,1,0,0,0,0,1
2618,21,7,183.096,9,9.99,9.99,89.91,4,9.99,9.99,39.96,5,y,completely orderable,26370,10500,530,47,278,42,2,4,1,0,0,0,0,1
2619,21,7,225.172,3,12.99,12.99,38.97,1,12.99,12.99,12.99,?,y,completely orderable,25587,600,581,22,5,30,2,73,0,0,0,0,0,1
2620,21,7,3201.356,31,27.99,500,2402.7,1,64.99,64.99,64.99,1,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
2621,21,7,5701.855,86,8.99,109.99,1997.23,6,19.99,54.99,210.94,5,y,completely orderable,26371,500,481,46,4,37,1,27,1,93.4256055363,93.4256055363,93.4256055363,93.4256055363,1
2622,21,7,517.945,4,19.99,24.99,89.96,2,19.99,24.99,44.98,5,y,completely orderable,26372,300,496,135,12,65,1,37,1,3.4722222222,3.4722222222,3.4722222222,3.4722222222,1
2623,21,7,2439.631,16,3.99,20,112.92,2,3.99,19.99,23.98,?,y,completely orderable,26373,900,499,206,3,39,2,21,1,1.97215226305253E-31,1.97215226305253E-31,1.97215226305253E-31,1.97215226305253E-31,1
2624,21,7,1387.487,7,4.99,89.99,344.89,1,89.99,89.99,89.99,?,y,completely orderable,26374,4000,533,81,12,38,2,10,0,0,0,0,0,1
2625,21,7,55.563,1,6.99,6.99,6.99,1,6.99,6.99,6.99,5,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
2626,21,7,3820.582,88,7,199.99,2508.13,6,12.99,39.99,170.94,?,y,completely orderable,26375,600,441,95,4,39,2,72,1,79.08984375,79.08984375,79.08984375,79.08984375,1
2627,21,7,1877.662,6,34.95,149.99,384.88,1,149.99,149.99,149.99,?,y,completely orderable,26376,300,483,5,4,55,2,41,0,0,0,0,0,0
2628,21,7,219.538,7,9.99,12.99,78.93,1,9.99,9.99,9.99,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
2629,21,7,2407.139,30,14.99,79.9,799.21,4,49.95,79.9,249.74,?,y,completely orderable,3241,4000,555,58,30,38,2,17,1,74.62546875,74.62546875,74.62546875,74.62546875,1
2630,21,7,104.762,4,8.99,29.99,63.96,4,8.99,29.99,63.96,5,y,completely orderable,26377,10500,553,361,30,48,2,5,1,0.0987654321,0.0987654321,0.0987654321,0.0987654321,1
2631,21,7,521.173,10,14.99,14.99,134.91,3,14.99,14.99,44.97,5,y,completely orderable,26378,2800,579,27,15,57,2,192,1,0,0,0,0,1
2632,21,7,2524.737,63,24.9,89.95,3258.99,8,39.99,59.99,399.92,5,y,completely orderable,?,?,?,?,?,?,?,?,1,0,0,0,0,1
2633,21,7,13512.221,114,4.9,49.99,1046.63,6,4.9,11.99,51.58,?,?,?,26379,800,496,6,5,29,1,159,1,6.9816805556,6.9816805556,6.9816805556,6.9816805556,0
2634,21,7,0,3,99.99,169,398.98,3,99.99,169,398.98,?,?,?,?,?,?,?,?,?,?,?,1,1058.3066888889,1058.3066888889,1058.3066888889,1058.3066888889,0
2635,21,7,661.114,5,69.99,99.99,429.95,5,69.99,99.99,429.95,5,y,completely orderable,?,?,?,?,?,?,?,?,1,59.5041322314,59.5041322314,59.5041322314,59.5041322314,1
2636,21,7,840.38,6,3.99,39.99,128.95,3,3.99,39.99,48.97,?,y,completely orderable,26380,300,559,2,1,32,2,68,1,0,0,0,0,1
2637,21,7,1575.047,8,199,499,2494,2,399,499,898,?,y,completely orderable,26381,2500,496,285,10,36,1,349,1,0,0,0,0,1
